ID,Stewed,Prune,Dried,Mixed,Apple,Banana,Berry,Cherry,Grapefruit,Grape,Mango,Melon,Orange,Satsuma,Peach_nectarine,Pear,Pineapple,Plum,Other,Bakedbean,Pulses,Mixedvegetable,Vegetablepieces,Coleslaw,Sidesalad,Avocado,Broadbean,Greenbean,Beetroot,Broccoli,Butternutsquash,Cabbage_kale,Carrot,Cauliflower,Celery,Courgette,Cucumber,Garlic,Leek,Lettuce,Mushroom,Onion,Parsnip,Pea,Sweetpepper,Spinach,Sprouts,Sweetcorn,Freshtomato,Tinnedtomato,Turnip_swede,Watercress,Othervegetables
3879898,,,,,1,1,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879914,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880172,,,,2,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
3880195,,,,,1,1,,,,1,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,
3880288,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,1,1,,,,,,,,1,,
3880309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
3880635,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880644,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880679,,,1,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880922,2,,,,1,,2,,,,,,,1,,,,2,3,,,,0.5,,1,0.5,,,,,,1,0.5,,,2,0.25,,,1,,0.5,,,0.5,,,,0.5,,,,
3881054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3881142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881181,,1,,,,1,0.5,,,,,,,,,,,2,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1,,,,,,,
3881267,,,,1,1,1,1,,,,,,,,1,,,,,,,,,,,0.25,,0.25,,,,,0.5,,1,0.25,1,,,,0.25,0.5,,0.5,,,,,2,,,,
3881286,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881645,,,,0.5,1,0.5,1,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,
3881651,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,
3881749,,,0.5,,,,,,,,,,,,,,,,,0.25,0.25,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
3881766,,0.5,0.5,,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881797,,,2,,2,1,,,,4,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,1
3881821,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,
3882042,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,1,,,,,,,,,1,,,,
3882064,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,
3882117,,,,,1,1,0.5,,0.5,,,,0.5,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,
3882190,,,,,,,,,,,,,,1,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882359,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882400,,0.5,0.5,,1,1,0.5,,,,,,,,1,,,3,,,,,,,0.25,,,,,,,,,,,,0.25,,,0.25,1,1,,,,,,,1,,,,
3882416,,,,,1,,,,,0.5,,,,,,,,,,,0.5,,1,,0.5,,,,,,,,,,,,,,,1,,,,,,1,,,0.5,,,,
3882663,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,2,,,,,,,3,,,,
3882757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882772,,,,,2,,,,,,,1,,4,,,,,,,,,2,,,,,,,0.5,,0.5,,,3,,,,,,,,,,,,,,,,,,
3883062,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,0.25,,,,1,,,,
3883470,,,,,2,1,0.5,,,1,,,,,,,,,,,,,1,,1,,,,1,,,,1,,,,1,,,1,,,,0.25,,1,,0.25,1,0.5,,,
3883501,,,,,2,,,,,,,,0.5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,
3883520,,,,,,1,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3883557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0.5,,,,,,,,,
3883673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,0.25,,,0.25,,,,,,,,,0.25,,,,
3883690,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0.5,
3883928,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884057,,,,,1,1,,,,,,,,2,,,,,,,,,,1,1,,,,,,,,,,,,0.5,,,1,,0.5,,,0.5,,,,1,,,,
3884083,,,,,,,2,,,,,,,,,1,,,,,,,,,2,,,,,,,,1,,,,2,,,2,,,,,1,,,,1,,,,
3884159,,,,,,1,,,,2,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,0.25,,,0.25,1,,,,,,,,0.5,,,
3884215,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,
3884423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,0.25,,,,1,,,,0.25,0.5,,,,
3884466,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
3884613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884677,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,
3884776,,0.5,2,,0.5,1,,,,,,,,,,,,,,,1,,1,,1,,0.25,0.25,,0.25,,,,0.25,,,,0.25,,0.25,,0.25,,,,0.25,,,1,,,,
3884899,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884968,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885022,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,2,,,,0.25,,,,1,,,,,,,2,,,,0.5
3885112,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885145,,,,,,0.5,0.5,,,0.5,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,0.5,0.5,,,,,0.5,,,,,,,
3885201,,,,,,,,,,,,,1,,,,,,,,,1,,,0.5,,,,0.25,,,,,,1,,0.5,,,0.25,,0.25,,,,,,,1,,,,
3885220,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885316,,,1,,,,1,,,,,,,,1,,,,,,,,0.5,,,,,,,,,,0.5,,,,,0.25,,,,0.25,,,,,,0.5,,0.25,,,0.25
3885344,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
3885518,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.25,,,,,,,,,,,1
3885549,,4,,1,1,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885555,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
3885580,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,
3885609,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,0.25,,,0.25,,,,0.5,0.5,,,
3885636,,0.5,,1,1,1,0.5,,,0.5,,,,,,,,,0.5,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
3885658,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885752,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,
3885865,,1,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,0.5,,,0.5,
3885931,,,,,,1,2,,,0.5,,,,,1,1,,,,,,,,0.25,0.5,,,,0.25,,,,,,0.5,,0.25,,,0.25,,,,,0.25,,,,0.25,,,,
3886116,,,,,,,,1,,,,,,,,,,,1,,1,,0.5,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,
3886144,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0.5,,,,
3886187,,,,,,,1,,,,,,,,,,,,,,,,0.25,,0.25,,,0.5,,,,,,,,,0.25,,,,,,,,,0.25,,,0.25,,,,
3886276,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886323,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,0.25,,
3886334,,,,,1,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,
3886366,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
3886380,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886410,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,1,1,1,,,,,,,,,,,,,,,1,,,,
3886541,,1,1,,,1,4,,,,,2,,,,,,,,,,,,,1,,,,0.5,,,,1,,,,,,,,,0.25,,,0.25,,,,2,,,,
3886601,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886669,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886713,,,,,,,,,,1,,,,,,,,,,,,,2,0.5,1,,,,,,,,,,,,,,,1,0.25,0.25,,,,,,,,,,,
3886732,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.25,0.5,,1,0.25,0.5,,,0.25,,,,0.25,,,,
3886765,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886789,,,,,,1,,,,0.5,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,1,,,1,,,,2,,,,
3886858,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,0.25,,,,,,,,,
3886912,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,
3886929,,,,,,1,2,,,,,,,1,,,,,,,,,,0.25,1,,,,,,,,,,,,0.5,0.25,,0.5,0.5,0.5,,,0.5,,,,0.5,,,0.5,
3887018,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887206,,,,,1,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,
3887326,,,,,2,,,,,,0.5,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
3887399,,,,,,2,,,,,,,,,,,,,,0.25,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
3887503,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,1,,,,,,,,,,,
3887561,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887667,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887753,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887851,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,0.5,,,,,,,,,,,,
3887964,,,,,,1,,0.5,,0.5,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,0.5,,,,0.5,,0.5,,,,,0.5,,,,0.5
3888531,,,,1,1,,1,,,,,,,,,,,,,,1,,,,1,,,1,,,,,1,,,,,,,1,,1,,,,1,,,1,,,,
3888543,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
3888592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,
3888661,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,0.5,0.5,0.5,,,0.5,,,,2,,,,
3888709,,0.5,,,,,1,,,,,,,,,,,,,,0.5,,0.5,,2,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
3888869,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,0.25,0.25,,,0.25,,,,,,,,
3888900,,,,,,,1,,,1,,,,,,,,,,,,,,,1,0.5,,,,,0.5,,,,,,,0.25,0.5,0.25,,0.25,,,0.25,,,,,,,,
3888962,,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,
3888987,,,0.5,,,1,1,,0.5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889012,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
3889185,,,0.5,,,,1,,,,,,,,,,,,,,,0.25,0.25,,0.25,,,,,,,,0.25,,,,,,,0.25,,,,,0.25,,,,,,,,
3889743,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,
3889775,,,,,,,,,,,,,,,,,1,,,,,,1,,2,,,0.5,0.25,,,0.25,0.25,,,,,,,1,,,,,0.25,0.25,,0.25,0.25,,,0.25,
3889792,,,1,,,1,,,,1,,,,,,,,1,,1,,,,1,1,,,,1,,,,,,1,,1,,,1,,1,,,,,,,1,,,,
3889817,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,,,,1,,,,,,,,1,,
3889926,,,,,,1,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,0.5,,,0.5,0.5,,,,,,,,,,,,
3890021,,,,,,1,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890062,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.25,,,0.25,,0.25,,,,,,,,,,,
3890178,,,,,,,,,,1,,,,,1,1,,,,,,,1,,,,,,,,,,1,,,1,,1,0.5,,1,1,,,1,1,,,,1,,,
3890348,,,,,,1,0.5,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890514,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890569,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,0.5,,,,0.25,,,0.25,,0.25,,,0.5,,,,1,1,,,
3890654,,,,,,1,,,,0.5,,,,,,,,2,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,1,,,,
3890712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890751,,,1,,,1,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,1,,,1,,1,,,,,,,1,,,0.5,
3890796,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,
3890808,,,,,1,2,,,,,,,,,1,,,,,,,,,,1,,,2,,1,,0.5,1,1,,,,,,1,,1,,,,,,,1,,,,
3890886,1,,,,1,0.5,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,
3890904,,,0.5,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3890932,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890965,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
3891007,,,,,,1,,,,0.5,0.5,,,,,,,,1,0.5,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,0.5,,
3891012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891119,,,,,,1,1,,,,,,,,,0.5,,,,,,,,,1,,,,,0.5,,,,0.5,,,1,,,,,,,,0.25,0.25,,,1,,,0.25,0.25
3891465,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,
3891489,,0.5,,1,,1,,,,,,,,2,1,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3891536,,,,,,1,,,,,,,,,,,,,,,,,0.25,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891792,,,,,,3,,,,1,,,,,,,,,,0.25,,,,,,,0.25,,,,,0.25,0.25,,,0.25,,0.25,,0.25,,0.25,,0.25,0.25,,0.25,,0.25,0.25,,,
3891911,,,0.5,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.25,,,,,,,,,1,1,,,
3891999,,,,,1,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.5,,0.5,,,0.5,,,,,0.25,,,,1,,,,
3892076,,,,,1,,,,,,,,,1,0.5,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
3892107,,,,,1,,,,,,,,1,,,,,,,1,,2,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,
3892406,,,,,,0.5,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3892425,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.25,,,0.25,0.25,,,0.25,,,,,0.25,,,
3892502,,,,,1,,,,,,,,,1,,,,,,0.25,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,0.25,,,
3892580,,,3,,1,1,,,,2,0.5,,1,,,,2,1,0.5,,,,1,,,1,,,,1,,,0.5,,,,,,,,,,,,0.5,,,,,,,,
3892636,,,,,0.5,1,1,,,,,,,,,,,,2,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3892642,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,2,,,,
3892840,,1,,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,1,,,1,1,,,,,,,1,1,,1,,,1,,,,1,,
3893039,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,
3893391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893403,,,,,,0.5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3893612,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3893749,,,,,1,2,,,,,,,,,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,
3893862,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
3893914,,,,,,2,,,,1,,,,1,,,,1,,,,,,,,,1,,,,,,1,1,1,,,1,,,,,1,,,,,,,,,,
3893920,,,0.5,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.25,,,
3894084,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,,,,,,,,1,,1,,,,,0.5,,,0.25,,,,1,,,,
3894121,,,,,,,,,,1,,,,,,,,,,,,,0.5,,0.5,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,
3894135,,,,1,,1,1,,,,,,,,,,,,,,0.25,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3894179,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,
3894203,,,0.5,,1,1,0.5,,,1,,,,1,,,,,,,3,,1,,,,1,1,,1,,1,1,,2,0.5,0.25,,0.25,,1,1,,1,1,,,0.25,,0.5,,,0.25
3894285,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3894492,1,1,,,,,1,,,1,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,1,,,0.25,,0.5,,,,,,,,1,,,1
3894638,,,,,1,1,,,,,,,,,,,,,,,0.5,,,0.5,1,,,,,,,,,,,,,,,0.5,,,,,0.5,,,,1,,,,
3894732,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3894893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
3894988,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,0.5,,,,,,,,,,,
3895004,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895065,,,,,,,,,,,,1,,,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,0.25,,,0.5,,,,0.5,,,,
3895211,,,,,,0.5,,1,,,,,,,,,,,,,,,,,1,0.25,,,,,,,,,,,,,,0.25,,,,,,,,,0.5,,,,
3895510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,
3895586,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,,,0.5,,,,0.5,,0.5,,0.5,,,0.5,,,0.5,,,0.5,,,
3895895,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
3896058,,,,,1,1,,,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,0.25,,,,,,,,,,,,,,,,
3896117,,,,,,1,,,,1,,,,,,,,3,,,,,,1,,,,,,,,,,,,,1,,,,,0.5,,0.25,0.25,,,,1,,,,
3896291,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896324,,,,,,,,,,,,,1,,,,,,1,,0.25,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896367,,,,,,1,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896416,,,,,,1,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896605,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
3896699,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,
3896738,,1,,,1,1,1,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896803,,,,,1,1,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,0.5,,,,
3896848,,,,,,3,,,,,,,3,2,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,
3896997,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897008,,,,,,,,,,,0.5,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,0.5,,,,,,,,0.5,,,
3897315,,,,,1,1,,,,,,,,,,1,,,,,1,,,,1,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,
3897484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897600,,,0.5,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897754,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,,
3897849,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5,,0.5,1,,,1,,,,,,,,,1,,,,
3897919,,,0.5,,,1,,,,0.5,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,1,,,,,,,,,0.5
3897976,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898069,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,1,,1,,,,,,,1,,,,
3898131,,,,,2,,,,,,,,,,,,1,,,,,,,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
3898159,,,,,,1,,,,,,,,,,,,,,,1,,,0.25,1,,,,,,,,,,,,0.25,,,0.25,,0.25,,,0.25,,,,,0.25,,,
3898167,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898186,,,,,1,2,1,,,,,,,,,1,,,,,0.25,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898333,,,,,1,,,,,,,,,2,,,,,,,,1,,,0.5,,,,,0.25,,,0.5,,0.25,,,,,0.25,,,,,,,,,,,,,
3898388,,,,,,,,,,,,,,,,,,,,,,0.25,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898516,,,0.5,,0.5,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898521,1,,,,,4,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898776,,,,,1,1,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,0.5,,0.25,,,1,,,,,,,,,2,,,,
3898794,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899268,,,,,,,0.5,,,,,,0.5,,,,0.5,,,,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899290,2,,2,,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
